NDVI_mean,NDWI_mean,MSI_mean,SAVI_mean,EVI_mean,NDVI_min,NDVI_max,NDVI_std,NDWI_std,MSI_min,MSI_max,MSI_std,precipitation_total_30j,precipitation_total_7j,precipitation_mean,max_consecutive_dry_days,rainy_days_count,temperature_mean,temperature_max,temperature_min,humidity_mean,humidity_min,day_of_year_sin,day_of_year_cos,stress_class
0.2209691852908266,0.13545412501253895,1.6445797102395847,0.1890911985464914,0.1891180547045483,0.08651724381507714,0.41235959036353864,0.04571850589098313,0.06648371930271321,1.5049063231532693,1.8474285544835471,0.14918500748927987,8.46292187698118,1.7897937826261412,0.2820973958993727,19.37226205263805,3.0738491523295286,39.05882444681721,48.4312488709778,32.3590454243232,33.57458738554671,23.228850928365098,0.8660254037844387,-0.4999999999999998,2
0.7946384285364503,0.4531332038221147,0.8477616142481003,0.7033253004997474,0.6006345419181071,0.6893594769778861,0.8697813109796979,0.038598178245120136,0.05408667071122972,0.6410032573510208,1.0550172541249068,0.05722142539675302,102.69224101929144,35.555005868840276,3.423074700643048,1.4361949582704088,17.64874536438487,26.532795515772616,32.74537913195036,22.108486318289444,69.5760390242423,62.06568354069059,-0.5933267643772321,-0.8049617075821958,0
0.19732143196571278,-0.0928572705689974,1.962687831687827,0.20070916910435804,0.11653533328723889,0.11700895721452423,0.31452075016604303,0.07783373345740544,0.028550823639124846,1.909726059461302,2.1320139381592553,0.07365554318892378,14.740200730836511,3.669124193763907,0.49134002436121704,19.755014546014557,16.608757118174218,33.53134800604404,40.26658371390021,26.744751486009555,21.485017477039413,6.6574353293706245,-0.017166329754707124,-0.9998526477050269,2
0.6226165814534501,0.6143787768100186,0.5404815947961152,0.56214653693321,0.4675509358209073,0.4628781531901503,0.6734803805281684,0.09378702279686787,0.09742880278760244,0.32995293283697313,0.6620412478612037,0.15533881490474966,99.6351579347464,23.30362711488186,3.3211719311582133,4.18506664181836,11.817916904470115,22.68157793316721,31.546936557129833,15.514455071674785,67.38728290515496,57.057486678046644,-0.32042327339191096,-0.947274472298717,0
0.8222699421778279,0.642808346643554,0.4363815031820968,0.7040217932769903,0.6167182953990689,0.7133959087168251,0.945596929216366,0.037709242463678745,0.032003893175518744,0.27038474569647053,0.6019001763583283,0.18387849349322694,54.160838742139745,14.995659702690633,1.8053612914046582,0.28921338281698183,15.21371710448335,22.73665398972726,28.834472593430476,15.89771984877232,59.29198214620759,48.96811223305244,-0.9770638564833509,0.21294651993841537,0
0.17903370116862444,-0.007223477225115266,2.4214193348763278,0.14307584196018913,0.11745507493385032,0.04834577221923797,0.28679130304916695,0.09493402558185052,0.06811285776028891,2.216967501945688,2.4833218233891228,0.05966076740225648,6.701547517023782,1.642710956926135,0.22338491723412607,22.097589774464346,15.571558733403407,36.479436402077035,39.94981939734365,28.542451033801846,19.08477241139729,12.627302181907806,0.989372413019683,0.14540367380368976,2
0.25315315977204295,-0.026832138560143964,2.4595942050277406,0.2527660698157537,0.19737566434130663,0.1769468709647251,0.3462861782351817,0.04004240818199173,0.07747578250419329,2.381762202846148,2.5201226275531727,0.19293654703452645,6.1194390330858965,1.2332591436910414,0.20398130110286322,20.34549956632585,16.371331918205176,40.20276859768654,48.77972927048455,31.37507015613987,20.065056339314324,12.301314221897822,0.4623829729035151,-0.8866803180227399,2
0.6183805487625825,0.40915007498171485,0.40567682238370956,0.609429360826665,0.4750776973548624,0.5552005738908575,0.7987162964343903,0.08020050756330224,0.07274831377646261,0.3379567364477861,0.5437415060573794,0.12087400325097705,69.63776822331056,23.237098635877388,2.3212589407770188,4.443740399344886,14.458338623999476,23.69604642915306,27.189490048655074,14.472150961572991,65.46926312230183,45.86852383482951,-0.9837979515735163,-0.1792807588107359,0
0.5723651931039313,0.45857289633941334,0.4515619344179663,0.4814599099491192,0.40460129685648244,0.3882503125520611,0.6869983216532022,0.10024729637194756,0.08511762156048151,0.29054494455750907,0.5140165555943434,0.09518978911400006,71.37952360797858,24.42074771661789,2.379317453599286,2.106785011385351,15.143552807494958,25.3215777655696,30.060211588158204,19.05740947258841,55.3250480877684,43.503582949478485,-0.5366961939916011,0.8437755598231853,0
0.22454346517872625,-0.07386802803107645,1.8812299527748766,0.21647431289256597,0.1568088054369031,0.1000836269271636,0.28002152208593234,0.09837491958128328,0.08673081907283074,1.67407940799753,1.9525035860519253,0.12178755986491605,0.28391460767195176,0.06619379635249842,0.009463820255731725,22.838592303927143,9.799356117926942,36.15493396695914,46.135524399363064,32.13771877260276,30.87264828511162,15.853052372778848,-0.4623829729035149,-0.88668031802274,2
0.7624217733388137,0.45230992870149744,0.6367358853902829,0.6664360054619086,0.587208892607029,0.5652438466347001,0.9144560097035074,0.06071230448635407,0.08539597667929533,0.4554401639239824,0.7361316452046829,0.06893971123467542,105.80297943385352,20.700043209038416,3.5267659811284506,3.293916833553587,14.129061676721227,24.196091116562037,33.856053662481,14.96010237168001,70.80660719798826,52.33781939362327,0.9387101892619443,-0.3447073839879337,0
0.3734439765435977,0.3748150897311724,1.2210914002082103,0.33671567283904663,0.28154515702856125,0.21158632661287957,0.45237456184703984,0.049364005946164996,0.024456546889219617,1.1179798806057275,1.4218354355206362,0.10150666843618589,33.41043588220475,9.921307859726783,1.1136811960734918,6.7159636706519,3.4951043448147896,33.77397637240973,37.22548168321566,25.720094343748215,40.91495125190041,31.27094007561791,-0.9552106508146316,-0.29592670134728966,1
0.18857517646198813,0.11254298630126189,1.5809497020223562,0.18364444176976685,0.11905860720046696,0.06401178005936854,0.31928530907221153,0.03566033602072381,0.04807376759725436,1.4859685079119918,1.708112206374214,0.07288613364535682,1.4256036097742912,0.30881013341139835,0.047520120325809705,18.993685490910053,16.007603734425295,36.09225480191796,43.28608559565872,30.93228931879554,21.397591533355268,4.945060262549774,0.17082974322534417,0.985300562686109,2
0.6432946965146987,0.48833466762087574,0.5466053858490323,0.5771979676791221,0.5079979612510632,0.5736079648623406,0.7337571382422472,0.08463846324799026,0.05329231985438092,0.4354845427509893,0.6443646281253401,0.13742102526252348,79.40944751942956,26.899181549726315,2.6469815839809856,3.9317250720777603,19.100541340844824,27.251776887716375,31.653751012789755,21.217471258426933,68.8011795212995,56.973599645294655,0.9444892287836613,0.32854238191083485,0
0.23045010538746402,-0.041738842933281894,1.5547870479235488,0.20876537304823845,0.14956092568175428,0.16857214402117016,0.4270638616408773,0.06046739712541521,0.08861283176338053,1.4370583936339762,1.6239884372247793,0.15310585504042,10.616759675437239,2.6122622138553613,0.35389198918124126,19.131868652072555,4.365726731681288,36.33463699733124,40.0607481491287,29.857570214643992,15.090089619605774,3.97021736756197,-0.9128458599921354,-0.40830434224389367,2
0.17392269255717846,0.003024142177028649,2.305857705334062,0.1453279419201287,0.14821530084460677,0.10803533911286242,0.33611124025389105,0.09614846744669059,0.08832130669350292,2.09441931125363,2.430906987052872,0.11689209579808608,10.037754782987145,2.317930144802994,0.3345918260995715,29.328641524310157,5.4983269003647965,41.31025992975068,48.03302450542631,36.515409822429845,28.356124399732337,11.776657884484084,0.9732643737003824,-0.22968774213179563,2
